full_text,tweet_english,sentiment
want to buy day6 konser tiket orange or yellow budget under 1000 calo yellow udah 1 5 yang mau lepas belih rendah daripa gak laku sini aku bayarin want to sell buy tiket concert day6 forever young jakarta underprice,want to buy day6 concert tickets orange or yellow budget under 1000 yellow scalpers already 1 5 who want to let go buy low rather than not selling come here I pay want to sell buy day6 concert tickets forever young jakarta underprice,Netral
ngeliat jadi mikir taun depan gimana harga tiket konser taun depan pajak naik loh kaya harga lebih gila belum tambah calo dah hopeless mau nonton konser depan,Seeing this makes me think about what the price of concert tickets will be like next year. Taxes will increase. The prices will be even crazier. Not to mention the ticket scalpers. I'm hopeless about watching the next concert.,Positif
kok malah ngasih sempat buka scammer calo kalo tiket gak jual semua calo ada slot kosong hari h konser rugi kalian padahal bukti waktu dday in jakarta row a cat 3 kosong tuh tiket wkwk blm drama promotor,"Why did you even give the opportunity to open a scammer ticket if the ticket touts don't sell all the tickets, the touts have empty slots on the day of the concert, you will lose out, even though the evidence on the day in Jakarta was that row a cat 3 was empty, lol, there's no promoter drama yet",Negatif
kadang heran sama promotor konser udah ngasih harga tiket langit kuota gak jelas harus bisa meminimalisir scammercalo maksimal kuota hari h beli kan untung mereka bikin bener ngefans jadi punya sempat,"Sometimes I wonder about concert promoters who give sky high ticket prices, unclear quotas, they have to be able to minimize scammers, maximum quota on the day of purchase, so they make a profit, so you really become a fan, so you have time",Negatif
akibat bnyak tonton konser indo rela2in beli tiket mahal promotor jadi biasa patokin harga tinggi konser lgi war tiket beli calo 2x harga calo,"As a result of watching many Indonesian concerts, people are willing to buy expensive tickets, promoters are used to setting high prices for concerts, ticket wars are held, ticket scalpers buy tickets at twice the price of scalpers",Negatif
beli calo harga tinggi mending aku harga web wts want to sale tiket konser day6 day 2 in jakarta blue b 2 tix green a 1 tix cod venue sekarang,buy high price scalper better i price web wts want to sell concert tickets day6 day 2 in jakarta blue b 2 tix green a 1 tix cod venue now,Netral
yg mau beli tiket mending mikir 10x sblm beli beli calo harus mikir 100x bukan konser kan fan meeting kan soal lagu lisa sedikit pakah perform tari lisa dia berani perform pake baju mini sini soal sty,"Those who want to buy tickets should think 10 times before buying. If you buy tickets, scalpers should think 100 times. It's not a concert, it's a fan meeting. It's a bit about Lisa's song. Will Lisa perform her dance? She dares to perform wearing a mini dress. Here's the question of style.",Netral
btw gak masalahin org nonton konser krna fomo yaa biarin aja mah kan mayan menuhin venue tiket sold out kadang2 banyak fomo2 gak mikirin hrga tiket sampe mau belik calo dgn harga gak manusiawi fomonya jadi gitu tiket langit harga,"BTW, it's not a problem for people to watch concerts because of Fomo, just leave it alone, it's easy to find the venue, tickets are sold out, sometimes there's a lot of Fomo, people don't think about ticket prices until they want to buy brokers at inhumane prices, so that's the price of sky tickets.",Positif
gais kalian yang prnh beli tiket calo pas konser udh mulai blm kata yang blng harga jadi jatoh bgt,"Guys, those of you who have ever bought tickets from scalpers at concerts have already started, there's no word yet that the prices have really dropped.",Netral
orang orang x makan bulat bulat sama calo tiket konser,people x eat together with concert ticket scalpers,Netral
konser day6 kemarin calo jual tiket 10pcs gelang ga di scan semua pas mau masuk 20jt loss hilang dah skrg bayangin kok calo2 punya gelang sama promotor model designnya,"Yesterday's Day6 concert, ticket scalpers sold 10 wristbands, none of them were scanned when they wanted to enter. It cost 20 million and was gone. Now imagine how the scalpers have wristbands with the promoter's design model.",Netral
h5 konser day6 surabaya posisi aku capek bangetttttttt beneran full tesis tiap hari akhir gatel cari wts meski blm bulat h2 mulai bulat tekad long story short dapet lah tiket yellow calo war itu cepetcepetan neng iyadong,h5 concert day6 surabaya position I'm really tired really full of theses every day at the end itchy looking for wts even though not yet determined h2 starting to make up my mind long story short got the yellow ticket for the war broker hurry up neng yesdong,Negatif
gue calo tiket konser,I'm a concert ticket scalper,Netral
moga depan mecima lebih baik forecasting demand buat bikin konser karna ga pertama kali banyak kena scam karna ga dapet tiket pas bets dulu gin mana banyak calo jual dgn harga ga masuk akal,"Hopefully in the future Mecima will be better at forecasting demand to hold concerts because this is not the first time we have been scammed because we didn't get tickets at the right time, where there are lots of ticket scalpers selling at unreasonable prices.",Positif
haloo gais last day gue sempet kirim menfess wa ak mau dihack ni gue udh ketemu org nya jadi tu modus jual tiket konser abis tu pura2 ngehack akun aku pny whatsapp buat peras gitu gaiss btw atiati yaa ama ni akun calo calo tiket kek atas,"hello guys, last day I sent a message to Menfess, I want to be hacked, I've already met the person, so that's the way to sell concert tickets, then pretend to hack my WhatsApp account to get blackmail, guys, btw, be careful with this account of the top ticket broker.",Netral
tbtb bapake nanya beli tiket konser sendiri apa calo,tbtb father asked whether he bought the concert tickets himself or through a scalper,Netral
tl gua kotor gin bajengaan bahas liam redflag abidzar kecil calo tiket konser jeket,tl I'm dirty gin bajengaan discussing liam redflag abidzar small concert ticket broker jeket,Netral
gas ga sii ayo nabung beli tiket paling depan kemarin calo ga ngotak ga bayangin muka gimana habis beli tiket 3 juta myday gada mau beli bahkan sampe konser selesai hahaha,"no gas, let's save, buy tickets at the front of the table yesterday, the scalpers don't think, can't imagine what their faces will look like when they buy tickets for 3 million myday, I don't want to buy them even until the concert is over hahaha",Netral
biasa jelang konser kan harga calo tiket turun ini enggaaaak malah makin naik krn pingin masuk banyak tp kapasitas tonton nya dikiiiit jadi gitu,"Usually before a concert, ticket scalpers' prices go down, but this isn't it, in fact it goes up because lots of people want to get in but the viewing capacity is sooooo small, that's how it is.",Netral
liat venue konser sangat2 worth it section mana jadi bayangin misal bangtan konser situ wkwk mustahil coy gabisa bayangin war nya susah apa day6 aja temen2ku banyak ga bagi tiket calo di lokasi jarang bgt tadi,"Look at the concert venue, it's really worth it, which section, so imagine if Bangtan had a concert there, lol, it's impossible, man, I can't imagine how hard it would be on Day6, there were lots of my friends, they didn't give out tickets, the scalpers at the location were really rare earlier",Negatif
tiket calo mahal bang diweb gk menang war,"Ticket scalpers are expensive bro, on the web you don't win the war",Negatif
nama tiket konser kan harus susah dptinnya siapa cepat dpt krn klw ga gercep ga bagi tiketny beli calo mahal bgt konser dibatalin krn membludak mrk mikirnya gmn sih heran kira konser 17an lapang rame rusuh,"The name of the concert ticket must be hard to get, first come first served, because if you don't act quickly, don't give out tickets, buy them from scalpers, it's really expensive, the concert is canceled because it's so crowded, what do they think? It's surprising that a concert on the 17th of August is so crowded and chaotic.",Negatif
tiba2 mimpi nonton konser nct 127 beli tiket ots buat liat jaehyun sblm wamil bener2 inget beli calo cat 2 nawar harga jadi 2 juta wkwkwkkww apalahh,"suddenly dreamed of watching nct 127 concert, bought ots ticket to see jaehyun before his military service, really remember buying it, 2 paint scalpers bargained the price down to 2 million hahaha what the heck",Netral
ehhh ato mungkin buat ngakalin calo penimbunh tiket nackal jadi mecima tiap h brp konser suka tbtb jual tiket,ehhh or maybe to prevent the naughty ticket hoarding brokers from being able to sell tickets every day how many concerts they like tbtb,Netral
ma fren km ga nonton konser day6 kh kan myday mumpung surabaya kira ngewar tiket tuh ga nang nang kali iya sih calo udah trust issue duluan sama calo gmn y,"ma friend, you didn't go to the day 6 concert, right, my day while in Surabaya, I don't think it's possible to sell tickets in Nang Nang. Yes, the brokers already had a trust issue with the brokers, what do you think?",Netral
biasa venue konser gitu byk calo tiket day6 kok gaada calo fix sih tiket gaib,Usually concert venues like that have lots of day6 ticket brokers. How come there are no fix brokers? The tickets are magical,Netral
org2 ngapa bangga ye ngejual tiket konser ovp gitu kalau dikomen begini aja alesan kilah buat nge counter kgk usah ngmng ovp2 an lgsg aja tulis kalau klian ni calo,"Why are people proud of selling OVP concert tickets like that if comments like this are the reason for calling a counter, there's no need to say OVP, just write straight away if you're a scalper.",Netral
300k ga berapa nder 2018 gw beli tiket konser bts dr harga asli 5k dolar taiwan2 2juta berahir gw bayar 2x lipat jadi 10kkurleb 4 4 juta baru jasa war klo calo lg harga berkali2 lipat itu disection kasi,"300k is not much, in 2018 I bought a BTS concert ticket from the original price of 5k Taiwanese dollars, 2 million, in the end I paid double, so it was 10k, approximately 4-4 million, just for the war service, if the scalper doubles the price, it's in the section for giving it",Netral
udah tiket konser mahal promotor blm bener duit gw batas harus kelah dgn calo yes u yang jasa war tetep gw kategori calo,"Already the concert tickets are expensive, the promoter doesn't really have enough money, I have to fight with brokers, yes, those of you who provide war services, I'm still in the broker category.",Negatif
masa yang disalahin krn ga web check in jadi ga dapet slot kursi pesawat kata war tiket konser apa yak orang udah booking bayar jauh2 hari kalo abis kan ga mungkin bisa beli kata nge calo tiket pesawat aneh bgtt,"The one who is blamed for not checking in on the web so he didn't get a plane seat slot, said war, what kind of concert tickets should people book and pay for in advance, if it's sold out, there's no way they can buy it, said the ticket scalper, it's really strange",Netral
gw dah kit ati nton konser bujang sini udahlah tarung calo kedok jastip doyan nahan booking tiket bayar kagak kudu banyakbanyak doa biar qnsn ga ampas dah abis tatap nanar doang orang wts tiket harga obral klo high demand,"I've already watched the Bujang concert here, never mind fighting fake brokers, Jastip is hooked on booking tickets and paying, you don't have to pray a lot so that the QNSN doesn't go to waste, I'm done staring blankly, people are still waiting for tickets at sale prices if there's high demand.",Negatif
betul rich fans ga peduli sama boikot2 sistem kapitalis promotor jangan membership 850k orang beli tiket calo sampe digit aja dijabanin kok makanya sistem kapitalis masih masuk calo konser karena pasar tetep yang beli,It's true that rich fans don't care about boycotts of the capitalist system. Promoters shouldn't have membership. 850k people buy tickets. Scalpers even get small digits. That's why the capitalist system still includes concert scalpers because the market is still the one buying.,Netral
siap war tiket konser gd jakarta jastip calo bot dukun desperate measure versi dan,ready for war concert tickets gd jakarta jastip broker bot shaman desperate measure version and,Netral
huwa makas kakk aku ntar bakal minta tlg sm karyawan kantor mama buat bantu war wkwk cewe2 suka war tiket konser jg soal jujur liat fee tiket calo rada shock pas bp kmrn vip aja dah berapa jt tuh,"Haha thanks sis, I'll ask my mom's office staff to help me with the war, lol, girls also like to fight for concert tickets, honestly, when I saw the ticket scalper's fee, I was a bit shocked when I was a VIP yesterday, it was already how many million.",Netral
i am so against jastip tiket konser sama kaya beli calo makin banyak pake jasa makin banyak nawarin makin ga sehat saing ujung2nya bisa dapet tiket mereka modal besar aja,"I am so against jastip concert tickets, it's the same as buying from a ticket scalper, the more you use the service, the more you offer, the more unhealthy the competition is, in the end you only need a lot of capital to get the tickets",Netral
emang kayak gin tuh harus atur jir sama perintah batesin harga tiket konser pajak konser atur strict buat promotor masuk calo jastip pake bot scammers tuh beneran resah banget perintah sendiri aja zolim sih mau harap apa,"It's really like this, you have to regulate the rules and give orders to limit the price of concert tickets, concert taxes, strict regulations for promoters, touts, jastip using bots, scammers, that's really disturbing, your own orders are cruel, what can you expect?",Negatif
dikorea sama kayak indo ga bakal calo jualin tiket harga murah kalau udah dekat konser,"In Korea, just like in Indonesia, scalpers won't sell cheap tickets when the concert is near.",Netral
guys bilang murah emang tiket konser korea semua murah yaa bahkan temen gue nonton treasure korea 1 5jt balik itu kalau hasil war bukan calo,"Guys, it's cheap, all Korean concert tickets are cheap, even my friend watched Treasure Korea for 1.5 million and that's if it's the result of a war, not a scalper.",Netral
mau tanya yang pernah beli tiket konser calo pas hari h venue,I want to ask anyone who has ever bought a concert ticket from a scalper on the day of the venue,Netral
trauma dlu pernah tipu tiket konser exo gara2 beli calo twitter,"Traumatized, I once got scammed by a ticket scalper from an EXO concert on Twitter",Negatif
beda urus kan klo manfaatin temen ordal trs jual tiket up abis2an jadi calo superior vrsi fancy konser tuh kok seat2 udah booked target undang vip heran gtu ph tuh apa2 nepo babiespadahl sampe jadi artis kan capai p,"It's a different matter if you take advantage of your friends and then sell the tickets all the way to the top, become a superior broker for a fancy concert, why are the seats already booked, the target is to invite VIPs, I wonder what PH is like, babies, even though being an artist is tiring",Netral
sumpah lepas dri gue syukur krn dpt tiket konser 2ne1 hri gue kesel sama calo wts an gara kalian gue jadi gabsa dpt section gue mau qn jga udh dpt tinggi please lah klo mau cri duit tuh cara yang gak rugi orang sih,"I swear, let me go, I'm grateful because I got concert tickets 2ne1 today, I'm annoyed with the WTS brokers, because of you, I can't get the section, I want to get high, please, if you want to make money, that's a way that doesn't lose anyone.",Positif
rem bgt tiket 2ne1 banyak bgt scamnya anjir ga xig jugaa pke promosi gtu pliss kalian jgn beli kalau ga dpt tiket yaudaa gpp beli nanti pas hari h konser tuh calo banyakk biasa uang kalian siapin dlu aja sekarang ditabungg daripda tipu,"2NE1 tickets are really bad, there are so many scams, damn, they don't use promotions like that. Please don't buy them if you can't get tickets, it's okay to buy them later on the day of the concert, there are usually a lot of ticket scalpers, so prepare your money first, save it now rather than get scammed",Negatif
asli dah indo banyak calo tiket konser anjir gua rada oke kalo jastip tp kalo calo nimbun tiket buat jual lg feetix nya gak ngotak gua doain smoga pantatlu bisul sampe member 2ne1 semua punya cucu,"It's genuine, there are lots of brokers for Anjir concert tickets, I think it's okay if it's jastip, but if the brokers are hoarding tickets to sell them, Feetix doesn't bother me, I'm praying that your butt will boil until the 2ne1 members all have grandchildren.",Netral
calocalo tiket konser jamet moga jempol canteng terus,"Jamet concert ticket scalper, hope your thumbs stay strong",Positif
moga calo tiket konser kena kanker,I hope the concert ticket scalper gets cancer,Positif
dear ime id kasih tambah hari buat konser day 2 alias liat noh replyan sm qrt lu isi calo semua blackjacks banyak bgt ngeluh gak bagi tiket di borong sama calo terus jual dengan harga tinggi satu venue jgn bcis deh,"Dear IME, I'll give you an extra day for the concert day 2, aka see the reply from your QRT, it's all blackjacks, there are so many touts complaining, don't share the tickets, the touts buy them all up and then sell them at a high price, one venue, don't be nice",Netral
thread bukan kamu kamu ngerasa puas sm konser nya krn beli tiket harga calo hehehehe kalo km rasa citycamp fine fine ajaaa no iya perform idolnya top semua keren semua aku puas tp gabisa diem ajaaaaa sm treatment promotor ga salah protes,thread is not yours you feel satisfied with the concert because you bought tickets at scalper prices hehehehe if you feel citycamp is fine fine ajaaa no yes the idols' performances are all top notch they are all cool I am satisfied but can't just keep quiet about the promoter's treatment it's not wrong to protest,Netral
selalu perhatiin tiap konseracara calo tiket liar venue ga dibedain scam or legit masa kompleks gbk ada preman yang wajibin jatah tiket sih emang si calo memang panjang tangan organizer who knows,"Always pay attention to every concert, illegal ticket scalpers, the venue doesn't differentiate between scam or legit, there aren't any thugs in the complex who require a quota of tickets, the scalpers really do have the organizer's long arm, who knows?",Negatif
eh kemaren aku nyari calo pas hari h sampe konser beres gak dapet kak malah calo nanya punya tiket lebih gak,"eh yesterday I looked for a ticket scalper on the day of the concert but I didn't get any, sis. Instead the scalper asked if he had any extra tickets.",Netral
iya sumpah aku saksi konser aespa pas synk hyperline 1st wt bawa dyandra kemarin tuh venue gaada calo jual tiket ada calo kak tiket jual banyak bgt nanya beda pas synk parallelline bukan bawa sama dyandra bnyk bgt calo wkwkwk,"Yes, I swear I witnessed aespa's concert when they were at the 1st hyperline where they brought Dyandra yesterday. There were no ticket scalpers at the venue. There were scalpers. There were a lot of ticket sales. Asking questions was different when they were at the parallelline where they didn't bring Dyandra. There were a lot of scalpers, hahaha.",Netral
terus buat harga kl beli tiket calo gantung demand konser makin banyak minat harga makin mahal begitu balik jadi tiap konser tu udh ada calo wkwkwk ga mungkin gaada calo,"then for the price if you buy a ticket, the scalpers hang the demand for the concert, the more interest there is, the more expensive the price becomes, so when it comes back, there are scalpers for every concert, hahaha, it's impossible that there aren't any scalpers",Negatif
maaf tp baru kemarin aku bantuin jual tiket bapa calo harga 50 kl turut calo tiap konser ada si pas tds aja tmnku jg beli calo,"Sorry, but just yesterday I helped sell tickets to a scalper for 50 if there were scalpers at every concert, just yesterday my friend also bought tickets from a scalper",Netral
problem tiap konser tiket konser udh sold out duluan ambil calo buat jual overpriced alhasil beneran fans mau nonton ga bagi,"The problem with every concert is that the concert tickets are already sold out first, so scalpers sell them at an overpriced price, so fans who really want to watch don't get it.",Negatif
pada nahan tiket 2ne1 buat wts gw doain pantat lo semua bisul tahun anjir ngeselin bgt dah nunggu lama bgt buat nih konser akhir ga dapet gegara calo rese,"I'm holding on to 2ne1 tickets for WTS, I'm praying for your ass, all the ulcers in the year of the year are really annoying, I've been waiting so long for this final concert, I didn't get it because the brokers are rese",Negatif
gua doain calo konser tiket 2ne1 jakarta jempol bisul sampe 2ne1 balik konser sini,I pray for 2ne1 concert ticket brokers in Jakarta with sore thumbs until 2ne1 returns to concert here.,Netral
mungkin dapet gatau mana luar banyak bgt nyari calo satu gaada punya cuma 2 tiket itu kek juga punya orang jual bahkan udah hampir 1 jam konser mulai harga c,"Maybe I don't know where to get it, there are so many people outside looking for ticket scalpers, none of them have any, only 2 tickets, it seems like someone is selling them, even though the concert has been going on for almost an hour, the price starts at C",Netral
yaa tiket konser blm abis kan ngabisinnya via calo,"Yeah, the concert tickets haven't run out yet, so they were sold out by ticket scalpers",Netral
tiket konser 42jt vip soundcheck nginep 4d3n 900k pesawat banjarmasinjktsgp 16 tiket sgpsub 600 aku lebih karna tiket pesawat sempet hangus aku beli tiket konser calo jadi kena 62jt sih tpi asli budget nya aman kalo sekali,Concert tickets 42 million VIP soundcheck overnight 4d3n 900k Banjarmasinjktsgp plane 16 SGPsub tickets 600 I got more because the plane tickets were lost I bought concert tickets from a scalper so it cost me 62 million but the budget is really safe if it's just one time,Positif
suka penasaran sini calocalo gampang banget dapet tiket banyak di luar negeri banyak mafia tiket konser gak,"I'm curious, it's really easy for calocalo to get tickets, are there many concert ticket mafias abroad?",Positif
harga tiket wayv makin lama makin naik jadi kalau yang nemu murah cod venue langsung ambil sih calo jg jual hampir mirip2 sama harga web,"WayV ticket prices are increasing all the time, so if you find a cheap COD at the venue, you can take it straight away, but ticket scalpers also sell at prices that are almost the same as the website prices.",Netral
kalau tbtb gw ketiban uang langit konser semua negara bakal gw ikutin day1 day2 semua bahkan gw beli tiket calo overprice klo emg sold out masalah kalau gw ketiban uang langit hehe,"If tbtb I get a lump sum of money from all the countries' concerts, I will attend them all day 1 day 2, I will even buy overpriced scalper tickets if they are sold out. What a problem if I get a lump sum of money, hehe",Negatif
mecim tiket konser seventeen jangan mahalmahal yaa orangorang tolong jangan calo in mahalmahal yaa jangan scam yaa aku ngumpulin duit susah payah banget soal walaupun semua ku pasrah sama allah swt,mecim seventeen concert tickets don't be too expensive people please don't be too expensive don't scam me I worked really hard to collect the money even though I surrender everything to Allah SWT,Negatif
abis tipu 2x sama calo tiket konser mana ktp ku minta takut bgtt sebar enak viralin dmn yaaa kasus pliss bgtt bantuin guysss,"I've been scammed twice by a ticket scalper, where's my ID card? I'm so scared to spread it, where can I make it go viral? Please help me guys",Negatif
jangan normalisasi harga tiket underpricekayaknya tiap konser udah dihimbau deh masih aja nyari tiket underprice kalo gak sesuai budget jangan maksain gak cari aja langsung venue calo banyak,"Don't normalize underpriced ticket prices. It seems like every concert has been warned, but people are still looking for underpriced tickets. If it doesn't fit your budget, don't force it. Just look for the venue, there are lots of ticket scalpers.",Netral
aku kemarin habis hampir 18an karna kena scam tiket konser reschedule tiket pesawat harus beli baru sectionnya blue 2 hari 1 hari beli calo agak mahal kalau di jawa kayak 10 cukup deh sec vip 1 hari,"Yesterday I almost turned 18 because I got scammed with concert tickets, I had to reschedule my plane tickets and buy new ones, the blue section is 2 days, 1 day I bought it from a ticket scalper, it's quite expensive, in Java it's like 10, that's enough, VIP section for 1 day",Negatif
impulsif thought gua mau beli tiket konser lany calo wkakxkakkxskxkksks,"impulsive thought i want to buy tickets for lany's concert, scalper wkakxkakkxskxkksks",Netral
gas beli tiket pesawat skrng tiket konser beli calo aja,gas buy plane tickets now just buy concert tickets from scalpers,Netral
ril wakakakka war tiket kaya war tiket konser twntu dengan calo wts 1bjam open ticketing,ril wakakakka war tickets rich war concert tickets twntu with touts wts 1bjam open ticketing,Netral
yuk mau keep harga sekarang langsung dm dp yaa keburu harga naikkkkk keburu aku mager jual bukan calo ygy kalo ga laku gapapa soal ga rugi aku order dasar kalian udah dp faq baca highlight instagram,"Come on, if you want to keep the current price, just dm dp before the price goes up, hurry up, I'm lazy to sell, I'm not a broker, if it doesn't sell, it's okay, I won't lose anything, I'll order based on you guys already dp, read the Instagram highlights",Negatif
justip calo tiket konser ga sih ampe kemarin banyak cari team buat bantu war tiket,"Just a tip, there weren't many concert ticket brokers until yesterday looking for a team to help with the ticket war",Netral
gue butuh klo nyari tiket konser tik level udah atas calo soal nya,"I need it if I'm looking for concert tickets, type the level above the brokers",Netral
kalau lu nyesel mungkin 1 sebenernya lu butuh yang lebih desak lu malah beli tiket konser 2 hari alias lu ga atur finansial baik 2 lu sebenernya calo gak laku hahay,"If you regret it, maybe 1, actually you need something more urgently, instead you buy concert tickets for 2 days, aka you don't manage your finances well, 2. Actually, brokers don't sell hahay",Netral
sanksi tipu calo tiket konser penjara maksimal 4 tahun denda 500 juta,The penalty for fraudulent concert ticket scalpers is a maximum of 4 years in prison and a fine of 500 million rupiah.,Negatif
pas babymonster dateng konser malem siang h1 ada fansign gw nyoba buat apply lewat ktown4u aku kira bakal fair nyata promotor nawarin tempat suruh bayar 40000 nt20juta mending gw nekat nonton konser tiket paling depan calo 10jt,"When Babymonster came to the concert at night and there was a fansign on the day before, I tried to apply through ktown4u. I thought it would be fair. The promoter offered me a place and told me to pay 40,000 NT20 million. I was brave enough to watch the concert. The ticket scalper paid 10 million.",Positif
rill bgtt soal pas svt madya jg demandnya unexpected bykk bgtt tmnku nyari tiket calo under 15mnt sblm konser baru dapet itu cm turun sedikit harga jadi saran mending beli langsung tiket com dr mutual trusted aja,"It's really cool about the middle school SVT, the demand was unexpected, there were so many of my friends looking for ticket scalpers, 15 minutes before the concert, they only got it after the price dropped a little, so my suggestion is to just buy it directly from mutually trusted ticket com",Netral
sini udh pernah beli tiket konser calo blm yah klo bole kasi tips nyari calo yang ok ga yahh tia,"Have you ever bought a concert ticket from a ticket scalper? If possible, can you give me some tips on how to find a good ticket scalper?",Positif
aku bingung banyak twitter jual tiket konser xdinary heroes mana satu akun banyak tiket aduh lupa nama calo,"I'm confused, there are lots of Twitter accounts selling Xdinary Heroes concert tickets, where are there so many tickets? Oops, I forgot the name of the ticket scalper.",Negatif
hasil dapetin tiket konser maroon 5 sesuai kategori ingin kebangaanku bisa pamer xixi gak pake calo gak pake jastip hasil kerja jempol sendiri ketemu februari mas adam,the result of getting maroon 5 concert tickets according to the category I want my pride to be able to show off xixi no brokers no jastip the result of my own thumbs up work met in February mas adam,Netral
pill pait emg selalu calo diperwaran tiket inget banget w dulu secure beberapa tiket konser belah berdarah2 tp ga pikir buat jual lg tau banyak tmn susah dapetinnya akhir w kasihin beberapa tmn belum punya tiket no fee,"bitter pill is always a ticket scalper. I remember very well that I secured several concert tickets and they were cut and bloody but I didn't think of selling them again. I found out that many of my friends had difficulty getting them. In the end, I gave them to several friends who didn't have tickets yet. No fee.",Negatif
gw sumpahin calo kedok jastip tiket konser ni berak ga lancar tahun alias pantek upada anakanak haram,"I swear that these ticket brokers who pretend to be jastip concert tickets are not going smoothly this year, aka they are taking care of illegitimate children",Positif
sangking bnyknya tugas kuliah gue ga pikir lgi konser seventeen skrg duit gaada krna nugas mulu dicafe dah tunggu calo nnti mngkin yang jual wts an tiket murah nnti wakakaka,"There's so much college work I don't think about going to the Seventeen concert anymore, now I don't have any money because I've been working on cafes, I'm waiting for brokers, maybe someone will sell WTS and cheap tickets later, okay?",Netral
sepi job calo tiket konser alih calo ft,"quiet job for concert ticket scalpers, switch to ft scalpers",Netral
ku tak bayang nyala apa calo2 waktu desember aja udh tengah jalan harga tinggi pleasee banget jangan drama2 tiket calo pleaseeee udah cukup stress konser hari doang,"I can't imagine what the ticket scalpers will do in December, the prices are already so high, please don't be dramatic with ticket scalpers, please, I'm already stressed enough with just one day of the concert.",Negatif
jepang calo tiket konser ga,Japan concert ticket scalpers ga,Netral
mlah klo pk sistem barcode nu katipu ku calo lebih bnyak soalna tiket d duplikatsaya biasa jaga event konser musik bola cara ieu lewih efisien ngga tipu kang,"But if I use a barcode system, I'll cheat more ticket scalpers because the tickets are duplicated. I usually guard music concerts and football events. This method is more efficient and doesn't cheat, bro.",Netral
tiket rm 3 menit sold out gmn konser coba saing nya calo fomo fansite solos harap bngt sistem lebih jelas soal tiket konser biar bener2 ngefans dpt ga korban tipu2,RM 3 tickets sold out in 3 minutes. How can a concert compete with FOMO touts and solo fansites? I really hope the system regarding concert tickets is clearer so that real fans can get tickets without being scammed.,Positif
sampe sekarang bingung calo sini maksud apa dah kalo tiket konser bola kan jelas beli tiket terus jual kalo sini,"Until now I'm confused, what do the ticket scalpers here mean? If it's a football concert ticket, it's clear they buy the ticket and then sell it. Here,",Negatif
goblok2in diri sendiri lupa war tiket konser boyziimen nyata udah sold out masak beli calo aaakkk,"I'm stupid myself, I forgot the war for real boyziimen concert tickets, they're already sold out, so I'm going to buy a scalper, aaakkk",Netral
kalo konser plis jangan berisikk jangan bawa base 1d anjiirrr takut ga dapet tiket ntar calo semua beli,"If there's a concert, please don't be noisy, don't bring base 1d, damn it, I'm afraid I won't get tickets, then the scalpers will buy them all",Netral
haaaa sekali nonton konser ken encore lagiy wkwkwk orgil tiket calo kek orgil,"Haaaa once watched Ken's concert, it was an encore again, hahaha, get ticket brokers, like Orgil",Netral
gak punya tiket dijanjiin sama orang oknum kak ntar masuk sama aku aja ordal hehe 1 jam tuju konser orang ngilang nang bentar nyari calo dapet tiket orange pas masuk udah sampe vocal team nang tapi happy,"I don't have a ticket. I was promised by some unscrupulous people. I'll just come in with me, ordal, hehe. 1 hour before the concert, people will disappear. For a moment, look for brokers. Get orange tickets. When I enter, I've arrived at the vocal team, but I'm happy.",Positif
gue penasaran deh artis kalo mau nonton konser ngewar tiket kayak pake jalur ordal atau pake calo tp mahal,"I'm curious, if artists want to go to a concert, they can trade for tickets, like using the online route or using brokers, but it's expensive.",Negatif
mau beli tiket konser calo aku trust issue maha atuuuh,"want to buy concert tickets, my ticket scalper is a big trust issue",Netral
guys yang pernah nyoba beli tiket konser calo,guys who have ever tried to buy concert tickets from scalpers,Netral
wts tiket konser pusphoria sman 5 yogyakarta hii pusphorians we have special price for all the luckiest person festival rp 100000 rp 75000 premium rp 160000 rp 125000 mau dm aja krn aku bkn calo resmi cmn smpe tgl 25 sept,wts pusphoria concert tickets sman 5 yogyakarta hii pusphorians we have special price for all the luckiest person festival rp 100000 rp 75000 premium rp 160000 rp 125000 just dm because i'm not an official broker only until 25th sept,Netral
halo sender tugas hukum bantu sender rep pernah tipu calo tiket konser sender dm,hello sender legal assignment help sender rep ever cheated concert ticket scalper sender dm,Netral
anyone tau cara cari tiket konser jp resellercalo gitu gak si kata web nya pliss yang tau dm dongggg,Anyone know how to find JP concert tickets? That's what the website says. Please DM me if you know.,Netral
iseng nyelem sellkor malah kaget rame bgt jual tiket konser d6 calo mana yang jual banyak bgt,"Just for fun, Sellkor was surprised that there were so many selling tickets for the D6 concert, which broker sold a lot of them?",Netral
apa aku nonton zb1 konser aja dateng venue siapa tau nemu tiket murah dr calo,"Should I watch the ZB1 concert? Just come to the venue. Who knows, I might find cheap tickets from ticket scalpers.",Netral
calo level edan tiket konser 120jt buset mau keliling dunia lu,"Crazy level ticket scalpers, 120 million concert tickets, gosh, you want to travel around the world",Netral
barusan lewat tt soloist mau konser indo harga tiket soundcheck nya dijadiin bid sama caloordal makin depan makin mahal harga kayak si jamie tuh mau ngikutin,"just passed by about a soloist going to an Indonesian concert, the soundcheck ticket price is being bid on by Caloordal. The further ahead the price, the more expensive it seems like Jamie wants to follow along.",Negatif
biasa bang calo tiket padahal umum dapet tiket konser suno baru hari tapi udah calo jual tiket overprice,"It's normal for ticket scalpers to get tickets for Suno's concert today, but the scalpers are already selling the tickets at an overpriced price.",Negatif
